reaction_id	pathway_ids (KEGG and Metacyc
rxn00433	CRNFORCAT-PWY	PWY-3661	PWY-4722	rn00260
rxn00434	
rxn00435	rn00625	rn00680	rn01200
rxn00436	rn00730
rxn00437	PWY-7369	rn00730
rxn00438	PWY-6893	PWY-6894	PWY-6895	PWY-6896	PWY-6897	THISYN-PWY	rn00730
rxn00439	PWY-7369	rn00730
rxn00440	PWY-6898	PWY-6907	PWY-6908	PWY-7356	THISYNARA-PWY	rn00730
rxn00441	rn00020
rxn00442	
rxn00443	rn00053	rn01110
rxn00444	PWY-6959	PWY-6960	PWY-6961	rn00053	rn00480
rxn00445	rn00053	rn01110
rxn00447	
rxn00448	rn00053
rxn00449	rn00053
rxn00450	rn00270
rxn00451	PWY-5441	PWY-6054	PWY-6055
rxn00452	rn00270	rn01110
rxn00453	PWY-7174
rxn00454	
rxn00455	rn00270	rn00630
rxn00456	PWY-7793	rn00270
rxn00457	
rxn00458	
rxn00459	ANAEROFRUCAT-PWY	ANAGLYCOLYSIS-PWY	GLUCONEO-PWY	HEXITOLDEGSUPER-PWY	NPGLUCAT-PWY	P122-PWY	P124-PWY	P341-PWY	P441-PWY	P461-PWY	PWY-1042	PWY-1622	PWY-2221	PWY-5464	PWY-5484	PWY-5723	PWY-6142	PWY-6146	PWY-6886	PWY-6901	PWY-7003	PWY-7124	PWY-7218	PWY-7345	PWY-8004	PWY66-399	rn00010	rn00680	rn01110	rn01200	rn01230
rxn00460	
rxn00461	PEPTIDOGLYCANSYN-PWY	PWY-5265	PWY-6385	PWY-6386	PWY-6387	PWY-6470	PWY-6471	PWY-7953	PWY0-1261	rn00520	rn00550
rxn00462	PWY-5757	PWY-6322	PWY-6682	PWY-6839	PWY-7419	PWY-7510	PWY-7769	rn00440	rn01110
rxn00463	PWY-7821	rn00240
rxn00464	
rxn00465	PWY-4981
rxn00466	
rxn00467	ARG-PRO-PWY	ARGASEDEG-PWY	ARGININE-SYN4-PWY	ARGORNPROST-PWY	CITRULBIO-PWY	PWY-3341	PWY-4981	PWY-5004	PWY-6344	PWY-6922	(L-ornithine	L-Ornithine-Biosynthesis	(L-ornithine	</sup></i>-acetylornithine	rn00330	rn01110
rxn00468	
rxn00469	ARGSYN-PWY	GLUTORN-PWY	L-ornithine))	(L-ornithine	L-Ornithine-Biosynthesis	rn00330	rn01110	rn01210	rn01230
rxn00470	ORNARGDEG-PWY	ORNDEG-PWY	POLYAMINSYN3-PWY	POLYAMSYN-PWY	PWY-46	PWY-6305	L-ornithine	ornithine	rn00330	rn00480	rn01110
rxn00471	rn00330	rn01110	rn01230
rxn00472	ARGORNPROST-PWY	PWY-6344	PWY-7990	(L-ornithine	rn00472
rxn00473	rn00380
rxn00474	ALL-CHORISMATE-PWY	COMPLETE-ARO-PWY	PWY-6629	TRPSYN-PWY	rn00400	rn01110
rxn00475	
rxn00476	
rxn00477	rn00380
rxn00478	rn00380
rxn00479	PWY-3161	rn00380
rxn00480	rn00380
rxn00481	
rxn00482	
rxn00483	PWY-5081	PWY-581	PWY-8017	TRPIAACAT-PWY	TRPKYNCAT-PWY	rn00380
rxn00484	PWY-3181	PWY-5290	PWY-5473	PWY-581	PWY-5877	PWY-6307	PWY-7936	rn00380	rn00901	rn01110
rxn00485	rn00360
rxn00486	
rxn00487	rn00360	rn00400	rn01110
rxn00488	rn00360	rn00400
rxn00489	rn00360
rxn00490	PWY-3462	PWY-3481	rn00400
rxn00491	PWY-5079	PWY-7275	rn00360	rn00400	rn00960	rn01110
rxn00492	rn00360
rxn00493	ALL-CHORISMATE-PWY	ANAPHENOXI-PWY	BENZCOA-PWY	COMPLETE-ARO-PWY	PWY-5079	PWY-6318	PWY-6628	PWY-8014	rn00360	rn00400	rn00960	rn01110	rn01210	rn01230
rxn00494	
rxn00495	PWY-1121	PWY-5048	PWY-5071	PWY-5883	PWY-6432	PWY-6443	PWY-6444	PWY-6446	PWY-6457	PWY-7169	PWY-7186	PWY1F-467	rn00360	rn00940	rn01110
rxn00496	
rxn00497	PWY-5751	PWY-6318	rn00360
rxn00498	PWY-5875	PWY-6105	PWY-6767	PWY-7072	rn00100	rn00906	rn00909	rn01110
rxn00499	ANAEROFRUCAT-PWY	P122-PWY	P124-PWY	P41-PWY	P461-PWY	PWY-5100	PWY-5481	PWY-6901	PWY-7345	rn00010	rn00620	rn01110
rxn00500	ALACAT2-PWY	FERMENTATION-PWY	P122-PWY	PROPFERM-PWY	PWY-6454	PWY-6901	PWY4LZ-257	rn00620
rxn00501	BETA-ALA-DEGRADATION-I-PWY	P562-PWY	PWY-1781	PWY-6373	PWY-7237	PWY-7574	rn00410	rn00562	rn00640	rn01200
rxn00502	PWY-6373	rn00410	rn00562	rn00640	rn01200
rxn00503	rn00250	rn00330
rxn00504	rn00250	rn00330
rxn00505	rn00020	rn01110	rn01200	rn01210	rn01230
rxn00506	PWY-7387	PWY66-161	PWY66-162	PWY66-21	rn00010	rn00620	rn01110
rxn00507	PWY-5768	PWY-7245	PWY-7268	rn00010	rn00620
rxn00508	4AMINOBUTMETAB-PWY	ARGDEG-PWY	GLUDEG-I-PWY	ORNARGDEG-PWY	PWY-4321	PWY-6473	PWY-6535	PWY-6536	PWY-7978	L-ornithine	rn00250	rn00350	rn00650
rxn00509	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4AMINOBUTMETAB-PWY	ARGDEG-PWY	ORNARGDEG-PWY	P105-PWY	P181-PWY	PWY-6536	PWY-6537	PWY-6993	L-ornithine	rn00250	rn00350	rn00650
rxn00510	LYSINE-AMINOAD-PWY	rn00300	rn00310	rn01110	rn01230
rxn00511	LYSINE-DEG1-PWY	PWY-5327	rn00310	rn01110
rxn00512	PWY-5257	PWY-7294	PWY-7295	rn00630
rxn00513	rn00230
rxn00514	rn00230
rxn00515	rn00230
rxn00516	rn00230
rxn00517	
rxn00518	
rxn00519	PWY-7383	PWY-7389	rn00010	rn00020	rn00620	rn01110
rxn00520	rn00020	rn01110	rn01200
rxn00521	rn00350
rxn00522	rn00350	rn00400	rn00950
rxn00523	PWY-7088	PWY-7901	PWY-861	rn00460	rn01110
rxn00524	rn00350	rn00950	rn00965	rn01110
rxn00525	PWY-6120	rn00400	rn01230
rxn00526	PWY-3461	PWY-3481	rn00400	rn01230
rxn00527	ALL-CHORISMATE-PWY	COMPLETE-ARO-PWY	PWY-3581	PWY-5048	PWY-5071	PWY-5151	PWY-5754	PWY-5864	PWY-5886	PWY-6630	PWY-7514	PWY-7518	PWY-8016	PWY3O-4108	TYRFUMCAT-PWY	rn00130	rn00350	rn00400	rn00401	rn00950	rn01110	rn01210	rn01230
rxn00528	
rxn00529	PWY-3581	PWY-5254	PWY-5474	PWY-6133	PWY-6802	PWY-7297	PWY-7826	rn00350	rn00950	rn01110
rxn00530	PWY-7397	PWY-7398	rn00350	rn00940	rn01110
rxn00531	rn00350
rxn00532	PWY-5743	PWY-5744	PWY-5789	PWY-7024	rn00640	rn00720	rn01200
rxn00533	PWY-6679	PWY-7388	rn00061	rn00253	rn00254	rn00620	rn00640	rn00720	rn01110	rn01200	rn01212
rxn00534	rn00410	rn00640
rxn00535	
rxn00536	rn00010	rn01110
rxn00537	PHOSPHONOTASE-PWY	rn00440
rxn00538	rn00564
rxn00539	PWY0-1477	rn00564
rxn00540	PWY-2504	PWY-5162	PWY-5178	PWY-5179	PWY-5180	PWY-5182	PWY-5183	PWY-5266	PWY-5273	PWY-5415	PWY-5420	PWY-5430	PWY-5655	PWY-6505	PWY-6954	PWY-6956	PWY-6957	PWY0-1277	rn00360	rn00362	rn00621	rn00622	rn01220
rxn00541	GLYSYN-THR-PWY	PWY-5436	THREOCAT-PWY	rn00260	rn01110	rn01230
rxn00542	rn00620
rxn00543	ETOH-ACETYLCOA-ANA-PWY	FERMENTATION-PWY	P122-PWY	P161-PWY	P441-PWY	P461-PWY	PWY-5480	PWY-5486	PWY-6333	PWY-6587	PWY-6594	PWY-6604	PWY-7118	PWY-7345	PWY0-1477	PWY4LZ-257	PWY66-21	rn00010	rn01110
rxn00544	rn00010
rxn00545	rn00680	rn01200
rxn00546	
rxn00547	
rxn00548	rn00710
rxn00549	rn00680	rn00710	rn01200
rxn00550	
rxn00551	
rxn00552	rn00520
rxn00553	rn00500
rxn00554	
rxn00555	rn00250	rn00520	rn01110
rxn00556	
rxn00557	
rxn00558	
rxn00559	
rxn00560	rn00330
rxn00561	
rxn00562	ALLANTOINDEG-PWY	P165-PWY	PWY-5694	PWY-5705	URDEGR-PWY	rn00230
rxn00563	
rxn00564	rn00791
rxn00565	rn00920
rxn00566	PWY66-426	rn00270
rxn00567	rn00910
rxn00568	PWY-5675	PWY-723	rn00910
rxn00569	PWY-5675	PWY-723	rn00910
rxn00570	AMMOXID-PWY	PWY-7082	PWY-7084
rxn00571	PWY-381	rn00910
rxn00572	PWY-5675	rn00910
rxn00573	PWY-5355
rxn00574	
rxn00575	rn00052
rxn00577	rn00500
rxn00578	PWY-7238	PWY-7347	SUCSYN-PWY	rn00500
rxn00579	rn00500
rxn00580	rn00500
rxn00581	
rxn00582	
rxn00583	PWY-5450	rn00361	rn00362	rn01220
rxn00584	PWY-2503	PWY-2504	PWY-5178	PWY-5183	PWY-5430	PWY-6954	PWY-6957	rn00362	rn01220
rxn00585	
rxn00586	PWY-5418	rn00627
rxn00587	P183-PWY	PWY-2504	PWY-5178	PWY-5183	PWY-5415	PWY-5419	PWY-5420	PWY-5430	PWY-6954	PWY-6956	PWY-6957	rn00362	rn01220
rxn00588	CATECHOL-ORTHO-CLEAVAGE-PWY	PWY-2504	PWY-5417	PWY-5431	PWY-6182	PWY-6957	rn00362	rn01220
rxn00589	PWY-6182	PWY-6183	PWY-6954	PWY-6956	rn00621	rn00624	rn00626	rn01220
rxn00590	
rxn00591	
rxn00592	rn00362	rn00627
rxn00593	rn00362
rxn00594	PWY-2421	PWY-2504	PWY-5648	PWY-6079	PWY-6954	rn00627
rxn00595	PWY-2421	PWY-2504	PWY-5648	PWY-6079	PWY-6954	rn00627
rxn00596	
rxn00597	PWY-5636
rxn00598	PWY-1361	PWY-2361	PWY-2504	PWY-5181	PWY-5183	PWY-5417	PWY-5431	PWY-6071	PWY-6182	PWY-6957	PWY0-321	rn00360	rn00362
rxn00599	PWY-5189	PWY-5529	PWY-5920	PWY-7536	rn00260	rn00860
rxn00600	
rxn00601	AST-PWY	rn00330
rxn00602	P108-PWY	PROPIONMET-PWY	PWY-5088	PWY-5130	PWY-5328	PWY-5743	PWY-5789	PWY-6728	PWY-7024	PWY-7384	PWY-7389	PWY-7854	PWY0-43	rn00280	rn00630	rn00640	rn00720	rn01200
rxn00603	
rxn00604	OXIDATIVEPENT-PWY	P122-PWY	PENTOSE-P-PWY	PWY-6901	PWY-7245	PWY-7268	PWY-8004	RUMP-PWY
rxn00605	TRESYN-PWY
rxn00606	TREDEGLOW-PWY	rn00500
rxn00607	rn00500
rxn00608	
rxn00609	
rxn00610	PWY-7385	rn00561
rxn00611	PHOSLIPSYN-PWY	PHOSLIPSYN2-PWY	PWY-5667	PWY-5981	PWY-6118	PWY-7385	PWY-7411	PWY-7902	PWY0-1319	PWY4FS-7	PWY4FS-8	rn00564
rxn00612	PHOSLIPSYN-PWY	PHOSLIPSYN2-PWY	PWY-5667	PWY-5981	PWY-7902	PWY0-1319	PWY4FS-7	PWY4FS-8	rn00564
rxn00613	
rxn00614	rn00564
rxn00615	PWY-4261	PWY0-381	rn00561
rxn00616	rn00564
rxn00617	
rxn00618	
rxn00619	
rxn00620	rn00564
rxn00621	PWY-7815	PWY-7816	PWY-7819	TEICHOICACID-PWY	rn00564
rxn00622	
rxn00623	PWY-5345	PWY-6683	PWY-821	SO4ASSIM-PWY	SULFATE-CYS-PWY	rn00920
rxn00624	rn00270
rxn00625	
rxn00626	rn00051
rxn00627	rn00051
rxn00629	rn00051
rxn00630	rn00051
rxn00631	
rxn00632	rn00051
rxn00633	
rxn00634	rn00051
rxn00635	
rxn00636	rn00051
rxn00638	PWY-6073	PWY-6082	rn00051	rn00520
rxn00639	rn00051
rxn00640	rn00051	rn00520	rn01110
rxn00641	COLANSYN-PWY	PWY-5659	PWY-7323	PWY-882	rn00051	rn00520	rn01110
rxn00642	COLANSYN-PWY	GDPRHAMSYN-PWY	PWY-5738	PWY-5739	PWY-5740	PWY-66	PWY-7323	PWY-7573	PWY-7575	rn00051	rn00520
rxn00643	PWY-5115	PWY-882	PWY4FS-12	PWY4FS-13	rn00053	rn00520	rn01110
rxn00644	rn00270
rxn00645	CYSTEINE-DEG-PWY	PWY-5328	PWY-5331	rn00270	rn00430
rxn00646	GLUTATHIONESYN-PWY	PWY-4041	PWY-6840	PWY-7255	rn00480
rxn00647	PWY-5329	PWY0-1534	rn00270
rxn00649	CYSTSYN-PWY	SULFATE-CYS-PWY	rn00270	rn00920	rn01200	rn01230
rxn00650	PWY-4041	PWY-7559	rn00480
rxn00651	rn00270	rn00430
rxn00652	rn00270
rxn00653	PWY-3981	PWY-5760	rn00410
rxn00654	PWY-3982	PWY-7209	rn00240	rn00410	rn00770
rxn00655	PWY-7351
rxn00656	PWY-1781	PWY-3941	PWY-4221	rn00410	rn00640
rxn00657	BETA-ALA-DEGRADATION-I-PWY	rn00410	rn00640
rxn00658	rn00410
rxn00659	rn00410
rxn00660	rn00410
rxn00661	rn00410
rxn00662	
rxn00663	
rxn00664	
rxn00665	
rxn00666	
rxn00667	
rxn00668	PWY-5743	PWY-5744	PWY-5789	PWY-7024	rn00720	rn01200
rxn00669	rn00640
rxn00670	PWY-5437	PWY-7013	THREOCAT-PWY	rn00640
rxn00671	
rxn00672	rn00640
rxn00673	rn00410
rxn00674	PWY-3941	PWY-4221	PWY-5104	PWY-5747	PWY0-42
rxn00675	rn00640
rxn00676	ILEUDEG-PWY	PWY-5109	rn00280	rn01110
rxn00677	PROPFERM-PWY	PWY-5109	PWY-5494	rn00620	rn00640
rxn00678	P108-PWY	PWY-5088	rn00640
rxn00679	rn00640
rxn00680	rn00660
rxn00681	
rxn00682	rn00630	rn00660	rn00720	rn01200
rxn00684	rn00670	rn00790
rxn00685	
rxn00686	1CMET2-PWY	ALL-CHORISMATE-PWY	FOLSYN-PWY	PWY-3841	PWY-6612	PWY-6614	rn00670	rn00790
rxn00687	
rxn00688	rn00670
rxn00689	rn00790
rxn00690	CODH-PWY	PWY-1722	PWY-2161	PWY-2201	PWY-3841	PWY-6146	rn00670	rn00720	rn01200
rxn00691	P164-PWY	PWY-2201	PWY-5497	PWY-7909	rn00630	rn00670
rxn00692	1CMET2-PWY	GLYSYN-PWY	PWY-1622	PWY-181	PWY-2161	PWY-2201	PWY-3661	PWY-3661-1	PWY-3841	PWY-5497	SER-GLYSYN-PWY	rn00260	rn00460	rn00630	rn00670	rn00680	rn01110	rn01200	rn01230
rxn00693	1CMET2-PWY	ADENOSYLHOMOCYSCAT-PWY	HOMOSER-METSYN-PWY	HSERMETANA-PWY	MET-SAM-PWY	METSYN-PWY	P4-PWY	PWY-2201	PWY-3841	PWY-5328	PWY-5345	PWY-5347	PWY-7977	PWY0-781	rn00270	rn00670	rn01110	rn01230
rxn00695	GLYCOGENSYNTH-PWY	PWY-622	PWY-7902	rn00500	rn00520	rn01110
rxn00696	rn00500
rxn00697	rn00500
rxn00698	rn00500
rxn00699	PWY-6778
rxn00700	PWY-5661	rn00500	rn00520
rxn00701	PWY-6317	PWY-6527	PWY66-422	rn00052	rn00520	rn01110
rxn00702	PWY-5823	PWY-5833	PWY-5940	rn00500	rn00520	rn01110
rxn00703	
rxn00704	COLANSYN-PWY	GLUCOSE1PMETAB-PWY	GLYCOCAT-PWY	GLYCOGENSYNTH-PWY	PWY-2723	PWY-3801	PWY-5384	PWY-5661	PWY-5940	PWY-5941	PWY-622	PWY-6317	PWY-6415	PWY-6731	PWY-6737	PWY-6981	PWY-7238	PWY-7328	PWY-7343	PWY-7345	PWY-7900	PWY-7902	PWY66-422	SUCSYN-PWY	rn00010	rn00052	rn00500	rn00520	rn00521	rn01110
rxn00705	rn00010	rn00500
rxn00706	rn00230
rxn00707	rn00240
rxn00708	PWY-7185	PWY-7821	rn00240
rxn00709	PWY-7193	PWY-7196	rn00240
rxn00710	PRPP-PWY	PWY-5686	PWY-7211	PWY-7790	PWY-7791	PWY0-162	rn00240
rxn00711	PWY-7183	PWY-7194	PWY-7196	PWY-7208	rn00240
rxn00712	rn00240
rxn00713	rn00240
rxn00714	rn00240
rxn00715	rn00240
rxn00716	
rxn00717	PWY-7194	PWY-7195	rn00240
rxn00718	
rxn00719	rn00240	rn00410	rn00770
rxn00720	PWY-3982	PWY-7209	rn00240	rn00410	rn00770
rxn00721	
rxn00722	rn00627
rxn00723	2AMINOBENZDEG-PWY	BENZCOA-PWY	PWY-6077	PWY-6660	PWY-6661	PWY-6662	PWY-7405	PWY-7407	rn00627
rxn00724	rn00380
rxn00725	PWY-5958	PWY-7463	PWY-7476	rn01058	rn01110
rxn00726	rn00400	rn01110	rn01230
rxn00727	ALL-CHORISMATE-PWY	COMPLETE-ARO-PWY	PWY-5958	PWY-6629	PWY-6661	PWY-6662	TRPSYN-PWY	rn00400	rn01110	rn01230
rxn00728	PWY-2504	PWY-6309	PWY-6505	PWY-6954	TRPCAT-PWY	rn00380
rxn00729	rn00380
rxn00730	
rxn00731	
rxn00732	rn00380
rxn00733	
rxn00734	
rxn00735	rn00290	rn00660	rn01210	rn01230
rxn00736	PWY-5103	rn00660
rxn00737	PWY66-428	rn00260	rn00290	rn01110	rn01230
rxn00738	rn00640
rxn00739	rn00620
rxn00740	rn00270
rxn00741	rn00640
rxn00742	rn00260	rn00270	rn01230
rxn00743	
rxn00744	GOLPDLCAT-PWY	P185-PWY	PWY-6131	PWY-7003	rn00561	rn00680	rn01200
rxn00745	GLYCEROLMETAB-PWY
rxn00746	
rxn00747	ANAEROFRUCAT-PWY	ANAGLYCOLYSIS-PWY	CALVIN-PWY	GLUCONEO-PWY	HEXITOLDEGSUPER-PWY	P185-PWY	P341-PWY	P441-PWY	P461-PWY	PHOTOALL-PWY	PWY-1042	PWY-5464	PWY-5484	PWY-6142	PWY-6146	PWY-6886	PWY-7003	PWY-7124	PWY-7218	PWY-7345	PWY66-373	PWY66-399	rn00010	rn00051	rn00562	rn00710	rn01110	rn01200	rn01230
rxn00748	rn00640
rxn00749	rn00620
rxn00750	
rxn00751	PHOSLIPSYN2-PWY	PWY-7782	PWY-7818	PWY-7886	PWY3O-450	PWY4FS-5	rn00564
rxn00752	PWY-3721	PWY-7494	rn00260
rxn00753	rn00564
rxn00754	rn00564
rxn00755	
rxn00756	P542-PWY
rxn00757	
rxn00758	PWY-7367	rn00564
rxn00759	
rxn00760	
rxn00761	
rxn00762	GLYCEROLMETAB-PWY	GOLPDLCAT-PWY	PWY-6131	PWY-6626	PWY-7003	rn00561
rxn00763	PWY-6626	rn00561
rxn00764	PWY-6626	rn00561
rxn00765	PWY-6626	rn00561
rxn00766	
rxn00767	
rxn00768	GOLPDLCAT-PWY	PWY-6130	PWY-7385	rn00561
rxn00769	
rxn00770	PRPP-PWY	PWY-6404	PWY0-662	rn00030	rn00230	rn01110	rn01200	rn01230
rxn00771	
rxn00772	RIBOKIN-PWY	rn00030
rxn00773	
rxn00774	rn00230
rxn00775	rn00230
rxn00776	PWY-6019	rn00240
rxn00777	CALVIN-PWY	NONOXIPENT-PWY	P124-PWY	P185-PWY	PENTOSE-P-PWY	PHOTOALL-PWY	PWY-1861	PWY-5723	PWY-6886	PWY-6901	PWY-7124	PWY-7218	rn00030	rn00710	rn01110	rn01200	rn01230
rxn00778	PWY0-1296	rn00030	rn00230
rxn00779	PWY-1042	PWY-5464	rn00010	rn00030	rn01200
rxn00780	PWY66-373	rn00051
rxn00781	ANAEROFRUCAT-PWY	ANAGLYCOLYSIS-PWY	GLUCONEO-PWY	HEXITOLDEGSUPER-PWY	P122-PWY	P124-PWY	P185-PWY	P441-PWY	P461-PWY	PWY-1042	PWY-5464	PWY-5484	PWY-6901	PWY-7003	PWY-7345	PWY-8004	PWY66-399	SUCSYN-PWY	rn00010	rn00710	rn01110	rn01200	rn01230
rxn00782	CALVIN-PWY	PHOTOALL-PWY	PWY-6886	PWY-7124	PWY-7218	rn00010	rn00710	rn01110	rn01200	rn01230
rxn00783	GALACTCAT-PWY	PWY-7130	rn00052
rxn00784	rn00030
rxn00785	rn00710	rn01200
rxn00786	rn00680	rn00710	rn01200
rxn00787	GALACTITOLCAT-PWY	HEXITOLDEGSUPER-PWY	LACTOSECAT-PWY	PWY-7077	PWY-7395	rn00052
rxn00789	HISTSYN-PWY	PRPP-PWY	rn00340	rn01110	rn01230
rxn00790	DENOVOPURINE2-PWY	PRPP-PWY	PWY-6121	PWY-6122	PWY-6277	PWY-7282	PWY-841	rn00230	rn00250	rn01110
rxn00791	ALL-CHORISMATE-PWY	COMPLETE-ARO-PWY	PWY-6629	TRPSYN-PWY	rn00400	rn01110	rn01230
rxn00792	rn00780
rxn00793	
rxn00794	
rxn00795	rn00780
rxn00796	
rxn00797	PWY-6556	PWY-7196	rn00240
rxn00798	
rxn00799	FERMENTATION-PWY	P105-PWY	P108-PWY	P23-PWY	P42-PWY	PWY-5088	PWY-5392	PWY-5464	PWY-561	PWY-5690	PWY-5913	PWY-6146	PWY-6728	PWY-6969	PWY-7254	PWY-7384	PWY-7389	PWY66-398	rn00020	rn00620	rn00720	rn01110	rn01200
rxn00800	DENOVOPURINE2-PWY	PRPP-PWY	PWY-6126	PWY-7219	PWY-7229	PWY-841	PWY66-409	rn00230	rn00250
rxn00801	P281-PWY	PWY-6223	PWY-7044	rn00350
rxn00802	ARGSYN-PWY	ARGSYNBSUB-PWY	PWY-4983	PWY-4984	PWY-5004	PWY-5154	PWY-7400	L-ornithine))	rn00250	rn00330	rn01110	rn01230
rxn00803	PWY-5033	PWY-5062	PWY-6993	PWY-7128	PWY-722	rn00650	rn00760
rxn00804	rn00280	rn00290	rn01110
rxn00805	
rxn00806	BRANCHED-CHAIN-AA-SYN-PWY	LEU-DEG2-PWY	LEUSYN-PWY	PWY-5076	PWY-7767	rn00280	rn00290	rn00966	rn01110	rn01210	rn01230
rxn00807	PWY-5075	rn00280
rxn00808	rn00052	rn00520	rn01110
rxn00809	
rxn00810	GALDEG-PWY	rn00052
rxn00811	
rxn00812	rn00052
rxn00813	rn00052
rxn00814	rn00052
rxn00815	
rxn00816	
rxn00817	PWY0-1301	rn00052
rxn00818	rn00052
rxn00819	rn00052
rxn00820	
rxn00821	PWY-2261	PWY-6370	rn00053	rn00480
rxn00822	rn00480
rxn00824	rn00480
rxn00826	rn00270
rxn00827	rn00520	rn01110
rxn00828	
rxn00829	ERGOSTEROL-SYN-PWY	PWY-5910	PWY-6146	PWY-7391	PWY-922	PWY66-5	rn00900	rn01110
rxn00830	ALL-CHORISMATE-PWY	ERGOSTEROL-SYN-PWY	NONMEVIPP-PWY	POLYISOPRENSYN-PWY	PWY-5121	PWY-5123	PWY-5910	PWY-6146	PWY-6174	PWY-6270	PWY-6383	PWY-6404	PWY-6859	PWY-7102	PWY-7156	PWY-7391	PWY-7392	PWY-7524	PWY-7560	PWY-922	PWY66-5	UBISYN-PWY	All-Trans-Farnesyl-PP-Biosynthesis	trans</i>-farnesyl	(<i>all-trans</i>-farnesol	rn00900	rn01110
rxn00831	P165-PWY	PWY-5044	PWY-6596	rn00230
rxn00832	DENOVOPURINE2-PWY	PRPP-PWY	PWY-6123	PWY-6124	PWY-7234	PWY-841	rn00230	rn01110
rxn00833	rn00230
rxn00834	DENOVOPURINE2-PWY	P165-PWY	PRPP-PWY	PWY-5044	PWY-5695	PWY-6125	PWY-6353	PWY-6596	PWY-7221	PWY-7228	PWY-841	PWY66-409	URSIN-PWY	rn00230	rn01110
rxn00835	PWY-6611	rn00230
rxn00836	PWY-6609	PWY-6610	PWY66-409	rn00230
rxn00837	rn00230
rxn00838	DENOVOPURINE2-PWY	PRPP-PWY	PWY-6126	PWY-7219	PWY-7229	PWY-841	PWY66-409	rn00230	rn00250
rxn00839	DENOVOPURINE2-PWY	PRPP-PWY	PWY-6126	PWY-7220	PWY-7224	PWY-7227	PWY-7229	PWY-841	PWY66-409	rn00230
rxn00840	rn00230
rxn00841	
rxn00842	
rxn00843	PWY-1641	PWY-1882	PWY-6523	rn00680	rn01200	rn01220
rxn00844	PWY-1641	PWY-1882	PWY-6523
rxn00845	
rxn00846	
rxn00847	
rxn00848	rn00750
rxn00849	rn00473
rxn00850	
rxn00851	PEPTIDOGLYCANSYN-PWY	PWY-5265	PWY-6385	PWY-6386	PWY-6387	PWY-6470	PWY-6471	PWY-7953	rn00473	rn00550
rxn00852	PWY-2	rn00330
rxn00853	ARGDEG-III-PWY	POLYAMINSYN3-PWY	PWY-43	rn00330
rxn00854	PWY-5315	PWY-7341	PWY-7342	rn00960	rn01110
rxn00855	PWY-0	rn00330
rxn00856	ARGDEG-PWY	ORNARGDEG-PWY	ORNDEG-PWY	PUTDEG-PWY	L-ornithine	ornithine	rn00330
rxn00857	rn00330
rxn00858	ARGDEG-PWY	ORNARGDEG-PWY	POLYAMSYN-PWY	PWY-40	PWY-6305	PWY0-823	L-ornithine	rn00330
rxn00859	rn01230
rxn00860	rn00340
rxn00861	
rxn00862	HISTDEG-PWY	PWY-5029	rn00340
rxn00863	HISTSYN-PWY	PRPP-PWY	rn00340	rn01110
rxn00864	rn00340	rn00410
rxn00865	rn00340	rn00410
rxn00866	PWY-6173	rn00340	rn01110
rxn00867	HISDEG-PWY	HISHP-PWY	PWY-5028	PWY-5030	rn00340
rxn00868	PWY-6863	PWY-6883	PWY-6886	rn00310	rn00650	rn01200
rxn00869	PWY-6583	PWY-6594	PWY-6604	PWY-6883	PWY-6886	PWY-7003	rn00650
rxn00870	PWY-6583	PWY-6594	PWY-6604	PWY-6883	PWY-6886	PWY-7003	rn00650
rxn00871	CENTFERM-PWY	GLUDEG-II-PWY	PWY-6590	PWY-6604	rn00650
rxn00872	rn00071	rn00650	rn01200	rn01212
rxn00873	rn00650
rxn00874	PWY-6863	rn00062	rn00071	rn01212
rxn00875	P162-PWY	P3-PWY	PWY-5022	PWY-5676	PWY-5677	rn00650
rxn00876	PWY-7396	rn00630
rxn00877	
rxn00878	rn00562
rxn00879	P562-PWY	PWY-5940	PWY-7237	PWY-7241	rn00521	rn00562	rn01110
rxn00880	PWY-4841	rn00053	rn00562
rxn00881	PWY-4702	rn00562
rxn00882	PWY-6358	PWY-6363	rn00562
rxn00883	PWY-2301	rn00521	rn00562	rn01110
rxn00884	rn00562
rxn00885	rn00562
rxn00886	PWY-6738
rxn00887	
rxn00888	PWY-5337	PWY-6524	PWY-6525	rn00052
rxn00889	
rxn00890	rn00052
rxn00891	rn00520
rxn00892	rn00520	rn01110
rxn00893	
rxn00894	
rxn00895	rn00520
rxn00896	
rxn00897	rn00520
rxn00898	rn00770
rxn00899	VALDEG-PWY
rxn00900	rn00770
rxn00901	
rxn00902	BRANCHED-CHAIN-AA-SYN-PWY	LEUSYN-PWY	PWY-6871	rn00290	rn00620	rn01110	rn01210	rn01230
rxn00903	ALANINE-VALINESYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	PWY-5057	PWY0-1061	VALDEG-PWY	VALSYN-PWY	rn00280	rn00290	rn00770	rn00966	rn01110	rn01210	rn01230
rxn00904	ALANINE-VALINESYN-PWY	PWY0-1061	rn00290	rn01110
rxn00905	
rxn00906	PWY-2201	rn00670
rxn00907	1CMET2-PWY	CODH-PWY	PWY-1722	PWY-2201	PWY-3841	PWY-5497	PWY-6146	PWY-7909	rn00670	rn00720	rn01200
rxn00908	1CMET2-PWY	PWY-181	PWY-2201	PWY-3841	rn00630	rn01110	rn01200
rxn00909	
